"Maps_url","Name","Avg_review","Reviews","Category","Address","Phone"
"https://www.google.com/maps/place/SRI+VIJAYASAI+POOJA+SAMAGRI/data=!4m7!3m6!1s0x3a3614b606d73ecd:0x981c2971e4c0195c!8m2!3d16.7072333!4d81.1043647!16s%2Fg%2F11f2y4k1vt!19sChIJzT7XBrYUNjoRXBnA5HEpHJg?authuser=0&hl=en&rclk=1","SRI VIJAYASAI POOJA SAMAGRI","4.5","(13)","Religious goods store","Vaibhav Fort, Sri Vijayasai Pooja samagri Near congres office, apartment ) Road, opp. SBI Bazar Branch","098856 44244"
"https://www.google.com/maps/place/SRI+SAI+POOJA+SAMAGRI/data=!4m7!3m6!1s0x3a396907611f2a0b:0x37f4b977b64b3a48!8m2!3d17.6862358!4d83.2075611!16s%2Fg%2F11g8pyb9pz!19sChIJCyofYQdpOToRSDpLtne59Dc?authuser=0&hl=en&rclk=1","SRI SAI POOJA SAMAGRI","4.0","(40)","Store","Maruthi Nagar Rd","090149 63901"
"https://www.google.com/maps/place/Lakshmi+pooja+samagri+shop/data=!4m7!3m6!1s0x3a3781b10a7a4813:0xc885e2829843dff7!8m2!3d17.0553879!4d82.174861!16s%2Fg%2F11tnwbnjkq!19sChIJE0h6CrGBNzoR999DmILihcg?authuser=0&hl=en&rclk=1","Lakshmi pooja samagri shop","4.9","(42)","General store","Door no 5, 9-15, Big bazar","090302 03562"
"https://www.google.com/maps/place/Sri+Vaishnavi+Pooja+Samagri/data=!4m7!3m6!1s0x3a39432ed645cced:0x8bf30a27e4bc3d4!8m2!3d17.7352486!4d83.2991653!16s%2Fg%2F11b5pjdl0c!19sChIJ7cxF1i5DOToR1MNLfqIwvwg?authuser=0&hl=en&rclk=1","Sri Vaishnavi Pooja Samagri","3.6","(40)","Religious goods store","D.No, 45-44A-3, Akkayyapalem 80 Feet Rd","099485 19161"
"https://www.google.com/maps/place/Om+sri+gayatri+pooja+stores/data=!4m7!3m6!1s0x3a36479238e79341:0xbff92d9ee04dd462!8m2!3d16.8109408!4d81.2643915!16s%2Fg%2F11k34nfzlh!19sChIJQZPnOJJHNjoRYtRN4J4t-b8?authuser=0&hl=en&rclk=1","Om sri gayatri pooja stores","4.9","(18)","Religious goods store","beside bank of baroda ganapathi centre",""
"https://www.google.com/maps/place/Sri+Maddala+Venkata+Subbarao+Pooja+Stores/data=!4m7!3m6!1s0x3a4a4530f733d6ef:0x4bbb55271f5f6cce!8m2!3d15.8247712!4d80.3538024!16s%2Fg%2F11jt4bgmdt!19sChIJ79Yz9zBFSjoRzmxfHydVu0s?authuser=0&hl=en&rclk=1","Sri Maddala Venkata Subbarao Pooja Stores","4.8","(12)","General store","Shop no.8, near Nehru Market","095734 79427"
"https://www.google.com/maps/place/SKML+POOJA+SAMAGRI/data=!4m7!3m6!1s0x3a394318a0f64a83:0x91df168b71163bb5!8m2!3d17.7204079!4d83.2999223!16s%2Fg%2F11f15lzj4z!19sChIJg0r2oBhDOToRtTsWcYsW35E?authuser=0&hl=en&rclk=1","SKML POOJA SAMAGRI","4.6","(14)","Religious goods store","Poothivari Manyam, 30-1-210/2, S Jail Rd","097036 28761"
"https://www.google.com/maps/place/Sri+Lalitha+Pooja+Stores/data=!4m7!3m6!1s0x3a4a75189b31ee51:0xc0311bea850bc6ea!8m2!3d16.3040102!4d80.4317987!16s%2Fg%2F11p6zpsr84!19sChIJUe4xmxh1SjoR6sYLheobMcA?authuser=0&hl=en&rclk=1","Sri Lalitha Pooja Stores","4.4","(16)","Religious goods store","·","094926 95511"
"https://www.google.com/maps/place/Ashta+Lakshmi+Pooja+Samagri/data=!4m7!3m6!1s0x3a395b95ea21301d:0x7d567cba10fc0248!8m2!3d17.8124645!4d83.3564985!16s%2Fg%2F11cn8s96qf!19sChIJHTAh6pVbOToRSAL8ELp8Vn0?authuser=0&hl=en&rclk=1","Ashta Lakshmi Pooja Samagri","4.2","(31)","Store","·","094916 86913"
"https://www.google.com/maps/place/Sri+Polamamba+Pooja+Samagri/data=!4m7!3m6!1s0x3a3945e1faefb139:0x32a875552f8d6bce!8m2!3d17.7422251!4d83.3427685!16s%2Fg%2F11m_lvgbrw!19sChIJObHv-uFFOToRzmuNL1V1qDI?authuser=0&hl=en&rclk=1","Sri Polamamba Pooja Samagri","5.0","(67)","Religious goods store","D.No. 2-6-225, near A.P. Tourism","086885 54949"
"https://www.google.com/maps/place/Sri+Yagnaa+Pooja+Samagri+Stores+Kota/data=!4m7!3m6!1s0x3a4d01b426d38255:0x9fe8aed3769382c4!8m2!3d14.0362746!4d80.0462595!16s%2Fg%2F11sbb7l5_1!19sChIJVYLTJrQBTToRxIKTdtOu6J8?authuser=0&hl=en&rclk=1","Sri Yagnaa Pooja Samagri Stores Kota","4.9","(8)","Religious goods store","Kota Byp Rd, opp. to Aruna Theatre","091000 34152"
"https://www.google.com/maps/place/Sri+Siddeshwara+Pooja+Samagri/data=!4m7!3m6!1s0x3bb7a908bd290e5d:0x96684502c0f9322c!8m2!3d15.4872876!4d77.0470916!16s%2Fg%2F11rpks768h!19sChIJXQ4pvQiptzsRLDL5wAJFaJY?authuser=0&hl=en&rclk=1","Sri Siddeshwara Pooja Samagri","4.9","(27)","Store","Kote Street",""
"https://www.google.com/maps/place/Sri+Venkateswara+Decorations,+Pooja+%26+Fancy/data=!4m7!3m6!1s0x3a3c150366b6591f:0x7ed9332ea6fc79c0!8m2!3d18.2928805!4d83.8946455!16s%2Fg%2F11hcjz9gpj!19sChIJH1m2ZgMVPDoRwHn8pi4z2X4?authuser=0&hl=en&rclk=1","Sri Venkateswara Decorations, Pooja & Fancy","5.0","(5)","Religious goods store","7VVV+5V2, Market Road, Kasppa Veedhi, opp. Himalaya Tea Company","081793 01202"
"https://www.google.com/maps/place/Pardhu+Pooja+Samagri/data=!4m7!3m6!1s0x3a4d4baa34a2f64b:0x4382d407989b7732!8m2!3d13.6367687!4d79.4281322!16s%2Fg%2F11g8kqn0xf!19sChIJS_aiNKpLTToRMnebmAfUgkM?authuser=0&hl=en&rclk=1","Pardhu Pooja Samagri","5.0","(1)","Religious goods store","JCPH+P72, Maruthi Nagar, Junction","083339 41579"
"https://www.google.com/maps/place/Sri+Sahasra+Pooja+Stores/data=!4m7!3m6!1s0x3a35efb45ac6019b:0x6f420bc19f1a371c!8m2!3d16.5379145!4d80.5917069!16s%2Fg%2F1s04wq_7g!19sChIJmwHGWrTvNToRHDcan8ELQm8?authuser=0&hl=en&rclk=1","Sri Sahasra Pooja Stores","5.0","(3)","Religious goods store","GHQR+5M8, Venkateswara Poundry Road","092464 00225"
"https://www.google.com/maps/place/Sridevi+Pooja+Stores/data=!4m7!3m6!1s0x3a35e5536ba6947b:0xd554924dff6decc7!8m2!3d16.5146841!4d80.6394382!16s%2Fg%2F11fylw81yf!19sChIJe5Sma1PlNToRx-xt_02SVNU?authuser=0&hl=en&rclk=1","Sridevi Pooja Stores","4.2","(20)","Craft store","Pushpa Hotel Rd 33-4-28, Pushpa Hotel Road Moghalrajpuram","089851 89808"
"https://www.google.com/maps/place/Satya+Sai+Pooja+Store/data=!4m7!3m6!1s0x3a395bc03b6cd96b:0x695a871d0000000!8m2!3d17.8187612!4d83.3584171!16s%2Fg%2F11s0fhv4fb!19sChIJa9lsO8BbOToRAAAA0HGolQY?authuser=0&hl=en&rclk=1","Satya Sai Pooja Store","4.8","(12)","Grocery store","TAILORS COLONY JUNCTION","070136 72450"
"https://www.google.com/maps/place/Visishta+Poojalaya+-+Pooja+Store+in+Guntur/data=!4m7!3m6!1s0x3a358bd1702a1321:0x7edf5ddcaa4353c6!8m2!3d16.3348746!4d80.4316226!16s%2Fg%2F11j2wfw324!19sChIJIRMqcNGLNToRxlNDqtxd334?authuser=0&hl=en&rclk=1","Visishta Poojalaya - Pooja Store in Guntur","4.3","(7)","Store","H.No: 134-19-1607, Street no 1, Gayatri Nagar, Mahatma Gandhi Inner Ring Rd","091217 44020"
"https://www.google.com/maps/place/SHREE+PADMAAVATHIEE+POOJA+STORE/data=!4m7!3m6!1s0x3a3c158617000efb:0x35fc8397f37207f6!8m2!3d18.3046357!4d83.897473!16s%2Fg%2F11k3xc4zmf!19sChIJ-w4AF4YVPDoR9gdy85eD_DU?authuser=0&hl=en&rclk=1","SHREE PADMAAVATHIEE POOJA STORE","5.0","(5)","Religious goods store","Chinna Bazar St, opp. RYTHU BAZAR",""
"https://www.google.com/maps/place/Ram+Sons+Pooja+Samagri+Shop/data=!4m7!3m6!1s0x3a37a473aa4e603d:0xa97aaa1991e9bd2e!8m2!3d17.0024348!4d81.7707232!16s%2Fg%2F11c52sww88!19sChIJPWBOqnOkNzoRLr3pkRmqeqk?authuser=0&hl=en&rclk=1","Ram Sons Pooja Samagri Shop","3.9","(20)","Religious goods store","Opp. Chamber Of Commerce, Main Rd","092467 63340"
"https://www.google.com/maps/place/SAI+ASHIRVAD+POOJA+SAMAGRI/data=!4m7!3m6!1s0x3a3c7298a836575f:0x8389bc28e4ddd7e2!8m2!3d18.3493406!4d83.7565324!16s%2Fg%2F11c708s5fb!19sChIJX1c2qJhyPDoR4tfd5Ci8iYM?authuser=0&hl=en&rclk=1","SAI ASHIRVAD POOJA SAMAGRI","4.2","(13)","Grocery store","8QX4+PJM, Ponduru Main Rd","099859 45465"
"https://www.google.com/maps/place/YAGNAM+POOJA+SAMAGRI/data=!4m7!3m6!1s0x3a4b0101436e1ce1:0xb2591b3afadd7b0e!8m2!3d15.5057265!4d80.0403441!16s%2Fg%2F11fvjjzj7h!19sChIJ4RxuQwEBSzoRDnvd-jobWbI?authuser=0&hl=en&rclk=1","YAGNAM POOJA SAMAGRI","5.0","(3)","Religious goods store","G24R+74X, banku road, near Sisindri School, Kondaiah","094907 28323"
"https://www.google.com/maps/place/Kubera+Pooja+Stores/data=!4m7!3m6!1s0x3bb14adb40ab99cf:0x8613321fa107670f!8m2!3d14.6811684!4d77.5974222!16s%2Fg%2F11c2kc1m7x!19sChIJz5mrQNtKsTsRD2cHoR8yE4Y?authuser=0&hl=en&rclk=1","Kubera Pooja Stores","4.6","(5)","Religious goods store","·","083280 69884"
"https://www.google.com/maps/place/Uma+Ramalingeshwara+pooja+%26+General+stores/data=!4m7!3m6!1s0x3a395bdc316da79d:0x455f7c19643683b6!8m2!3d17.8041662!4d83.3455556!16s%2Fg%2F11ll3n70w5!19sChIJnadtMdxbOToRtoM2ZBl8X0U?authuser=0&hl=en&rclk=1","Uma Ramalingeshwara pooja & General stores","4.4","(16)","General store","R83W+M67, Car Shed Rd",""
"https://www.google.com/maps/place/Sai+Pooja+samagri+stores/data=!4m7!3m6!1s0x3bb1a35260e0e9f3:0x72daec33c2e6aa82!8m2!3d13.823147!4d77.4891448!16s%2Fg%2F11p_0fvwvs!19sChIJ8-ngYFKjsTsRgqrmwjPs2nI?authuser=0&hl=en&rclk=1","Sai Pooja samagri stores","4.4","(12)","General store","11-1-61, MF Rd","094903 60961"
"https://www.google.com/maps/place/GMR+Pooja+Stores/data=!4m7!3m6!1s0x3a35efe064b7e219:0x8037d496103d99b1!8m2!3d16.5141736!4d80.6112223!16s%2Fg%2F11bbrht_fc!19sChIJGeK3ZODvNToRsZk9EJbUN4A?authuser=0&hl=en&rclk=1","GMR Pooja Stores","4.6","(9)","General store","D.No.11-40-55/B, Pulipativari St","093999 61343"
"https://www.google.com/maps/place/Sri+Mahalakshmi+Pooja+Stores/data=!4m7!3m6!1s0x3bb14b20ae3459dd:0x7548be4dc24945e2!8m2!3d14.6798062!4d77.6084298!16s%2Fg%2F11fj3d9gwm!19sChIJ3Vk0riBLsTsR4kVJwk2-SHU?authuser=0&hl=en&rclk=1","Sri Mahalakshmi Pooja Stores","5.0","(1)","Religious goods store","Door No.21/375 Near. Venkateswara Paints Gandhi Nagar","090322 40013"
"https://www.google.com/maps/place/Bhavani+Agarabatti+Pooja+Store/data=!4m7!3m6!1s0x3a35efdfd0ab2c43:0x3e48926e069d11a4!8m2!3d16.5138393!4d80.6101345!16s%2Fg%2F1q629cy5b!19sChIJQyyr0N_vNToRpBGdBm6SSD4?authuser=0&hl=en&rclk=1","Bhavani Agarabatti Pooja Store","4.5","(2)","Religious goods store","No. 11-25-144, Imampanja St","092464 77556"
"https://www.google.com/maps/place/Sri+Sharadamba+Pooja+Stores+%26+Dry+Fruits/data=!4m7!3m6!1s0x3a4a757026c3dda3:0x7b1318c7a9cbe2f!8m2!3d16.2854093!4d80.4377515!16s%2Fg%2F11w321p7fk!19sChIJo93DJnB1SjoRL76ceowxsQc?authuser=0&hl=en&rclk=1","Sri Sharadamba Pooja Stores & Dry Fruits","5.0","(9)","Religious goods store","Shivalayam Main Road",""
"https://www.google.com/maps/place/Lakshmi+pooja+Samagri/data=!4m7!3m6!1s0x3a396755d9d098fd:0x9d43adfb3374ed79!8m2!3d17.7463574!4d83.2213973!16s%2Fg%2F11fmqb4sr6!19sChIJ_ZjQ2VVnOToRee10M_utQ50?authuser=0&hl=en&rclk=1","Lakshmi pooja Samagri","4.7","(3)","Department store","Simhachalam Railway Station Rd","096404 05911"
"https://www.google.com/maps/place/Sri+Gayatri+Pooja+and+General+stores/data=!4m7!3m6!1s0x3a37bfbd4c190e51:0xb4def9872d9e7d6d!8m2!3d16.764159!4d81.84162!16s%2Fg%2F11s4w8n69m!19sChIJUQ4ZTL2_NzoRbX2eLYf53rQ?authuser=0&hl=en&rclk=1","Sri Gayatri Pooja and General stores","4.3","(6)","Religious goods store","Gate.M, Bhupati Reddy Complex, near Chinna Anjaneya Swami Temple, opp. MPP School","090005 61453"
"https://www.google.com/maps/place/sri+sri+pooja+store/data=!4m7!3m6!1s0x3a37a3256f18393f:0x440c2226a5c3d9bd!8m2!3d16.9999895!4d81.7909467!16s%2Fg%2F11v4ql_n00!19sChIJPzkYbyWjNzoRvdnDpSYiDEQ?authuser=0&hl=en&rclk=1","sri sri pooja store","5.0","(3)","Store","RTC Complex, near SRI VENKATESWARA MARKET",""
"https://www.google.com/maps/place/VARUN+POOJA+STORES/data=!4m7!3m6!1s0x3a35efae17a44de5:0x87c1edc7108e404c!8m2!3d16.5231685!4d80.6323556!16s%2Fg%2F11h4v7t7t9!19sChIJ5U2kF67vNToRTECOEMftwYc?authuser=0&hl=en&rclk=1","VARUN POOJA STORES","5.0","(4)","Grocery store","Punjab National BANK ATM, 23-11-69, Nageswara Rao Pantulu Rd, opp. G.S.Raju Road","093999 04528"
"https://www.google.com/maps/place/Vedajanani+Pooja+Stores/data=!4m7!3m6!1s0x3a4b0104473f5e85:0xc9b9636a46c6a2e2!8m2!3d15.5024087!4d80.0460873!16s%2Fg%2F11f61pvvt5!19sChIJhV4_RwQBSzoR4qLGRmpjuck?authuser=0&hl=en&rclk=1","Vedajanani Pooja Stores","5.0","(1)","Religious goods store","Thatha Buildings, Sivalayam Road, near Zilla Parishad Office","094931 09046"
"https://www.google.com/maps/place/Laxmiganapathi+pooja+stores./data=!4m7!3m6!1s0x3a3502f8cde2f359:0xdb2fe6ef496a97a!8m2!3d17.0003204!4d79.9619205!16s%2Fg%2F11d_7qfz0n!19sChIJWfPizfgCNToReqmW9G7-sg0?authuser=0&hl=en&rclk=1","Laxmiganapathi pooja stores.","4.8","(59)","Store","Samsung showroom bazar, vartakasangam bazar Vartaka sangam bazar","091828 77678"
"https://www.google.com/maps/place/SRI+RAMA+POOJA+SAMAGRI+SHOP/data=!4m7!3m6!1s0x3a4d4b0da15c7a47:0xd55057646bfb573d!8m2!3d13.6349711!4d79.4160996!16s%2Fg%2F11tkbq0cn4!19sChIJR3pcoQ1LTToRPVf7a2RXUNU?authuser=0&hl=en&rclk=1","SRI RAMA POOJA SAMAGRI SHOP","5.0","(1)","Store","Ramula Vaari, 1, Sannidhi Street, opposite Chinna Bazar Street","070755 26444"
"https://www.google.com/maps/place/Balaji+Pooja+Samagri/data=!4m7!3m6!1s0x3a38276636790a8f:0xb61ecb3100ea05bf!8m2!3d16.9484851!4d82.2351516!16s%2Fg%2F11tnjxmrq7!19sChIJjwp5NmYnODoRvwXqADHLHrY?authuser=0&hl=en&rclk=1","Balaji Pooja Samagri","4.8","(4)","Grocery store","8, Market St","063022 68653"
"https://www.google.com/maps/place/Karthikeya+pooja+stores/data=!4m7!3m6!1s0x3a4a75cc8edd8701:0xecfa86837988aa!8m2!3d16.3043372!4d80.4442004!16s%2Fg%2F11j4ry27bp!19sChIJAYfdjsx1SjoRqoh5g4b67AA?authuser=0&hl=en&rclk=1","Karthikeya pooja stores","4.7","(19)","Religious goods store","4/5, opp. pizza world, opp. ICICI Bank",""
"https://www.google.com/maps/place/Bhavani+Pooja+samagri/data=!4m7!3m6!1s0x3a3796971ffd3ec7:0xbfd86e90552198aa!8m2!3d16.862409!4d81.927543!16s%2Fg%2F11c1lxnkfy!19sChIJxz79H5eWNzoRqpghVZBu2L8?authuser=0&hl=en&rclk=1","Bhavani Pooja samagri","3.7","(9)","General store","15-1-12,opp vegtable market,potti sriramulu road, Mandapeta Market Road","093964 80513"
"https://www.google.com/maps/place/om+sai+pooja+crafts/data=!4m7!3m6!1s0x3a35fb4ec9af231b:0xa283107ad3b2fc69!8m2!3d16.4928582!4d80.665388!16s%2Fg%2F11m_yjzm3l!19sChIJGyOvyU77NToRafyy03oQg6I?authuser=0&hl=en&rclk=1","om sai pooja crafts","4.5","(15)","Home goods store","MG Rd","073966 18722"
"https://www.google.com/maps/place/Bhimalingeswara+Pooja+store/data=!4m7!3m6!1s0x3a4a81972810cf95:0x5792ef03b0964c23!8m2!3d16.2385108!4d80.0484467!16s%2Fg%2F11sf2ckjfv!19sChIJlc8QKJeBSjoRI0yWsAPvklc?authuser=0&hl=en&rclk=1","Bhimalingeswara Pooja store","4.7","(3)","Supermarket","Back side of, Ramadevi hospital line, Pathuru Sivaalayam St","063027 66082"
"https://www.google.com/maps/place/Sri+Durga+Sai+Pooja+samagri/data=!4m7!3m6!1s0x3a396fc98fefa035:0xf0bb075abda8eb95!8m2!3d17.6947043!4d83.1558105!16s%2Fg%2F11q3d2nnfy!19sChIJNaDvj8lvOToRleuovVoHu_A?authuser=0&hl=en&rclk=1","Sri Durga Sai Pooja samagri","3.6","(7)","Religious goods store","first bus Stop, beside Rajiv nagar","080080 48163"
"https://www.google.com/maps/place/Sri+Adhitya+Puja+Samagri+Shop/data=!4m7!3m6!1s0x3a3967b03ae18c9d:0xeaac11b3139d8893!8m2!3d17.7758911!4d83.2168606!16s%2Fg%2F11bbrhzh2_!19sChIJnYzhOrBnOToRk4idE7MRrOo?authuser=0&hl=en&rclk=1","Sri Adhitya Puja Samagri Shop","3.7","(10)","Religious goods store","Q6G8+9P5, Main Rd","091773 54575"
"https://www.google.com/maps/place/Sri+Venkata+Lakshmi+Ganapati+Pooja+and+General+Stores/data=!4m7!3m6!1s0x3a35ef3db8804d49:0xb9e4de0c8f8a215f!8m2!3d16.5340075!4d80.5977017!16s%2Fg%2F11pbhp6z3_!19sChIJSU2AuD3vNToRXyGKjwze5Lk?authuser=0&hl=en&rclk=1","Sri Venkata Lakshmi Ganapati Pooja and General Stores","5.0","(2)","Store","Bhavanipuram Housing Board Rd","095730 63975"
"https://www.google.com/maps/place/Sri+Srinivasa+Poojasamagri/data=!4m7!3m6!1s0x3a3943f53443bc73:0xb4f9b163d770c809!8m2!3d17.733016!4d83.302559!16s%2Fg%2F11mpd4lxqc!19sChIJc7xDNPVDOToRCchw12Ox-bQ?authuser=0&hl=en&rclk=1","Sri Srinivasa Poojasamagri","4.4","(5)","Religious goods store","49-14-15/2",""
"https://www.google.com/maps/place/Vijaya+Lakshmi+Pooja+General+Stores/data=!4m7!3m6!1s0x3a35eff876e8b727:0xf628c27799e997ad!8m2!3d16.5227943!4d80.6327703!16s%2Fg%2F1hm49zf7l!19sChIJJ7fodvjvNToRrZfpmXfCKPY?authuser=0&hl=en&rclk=1","Vijaya Lakshmi Pooja General Stores","4.0","(8)","General store","D.No: 23-22, 20, Hanuman St","0866 253 9422"
"https://www.google.com/maps/place/Vijaya+Lakshmi+Pooja+General+Stores/data=!4m7!3m6!1s0x3a35eff876e8b727:0xf628c27799e997ad!8m2!3d16.5227943!4d80.6327703!16s%2Fg%2F1hm49zf7l!19sChIJJ7fodvjvNToRrZfpmXfCKPY?authuser=0&hl=en&rclk=1","Vijaya Lakshmi Pooja General Stores","4.0","(8)","General store","D.No: 23-22, 20, Hanuman St","0866 253 9422"
"https://www.google.com/maps/place/Sri+Shirdi+Sai+Pooja+Store/data=!4m7!3m6!1s0x3a35e55fd3748b9d:0x87fc65c7ecd459ef!8m2!3d16.5155557!4d80.6372273!16s%2Fg%2F11rc__p6pz!19sChIJnYt001_lNToR71nU7Mdl_Ic?authuser=0&hl=en&rclk=1","Sri Shirdi Sai Pooja Store","5.0","(1)","Store","GJ8P+6VH, Eluru Rd","099854 50691"
"https://www.google.com/maps/place/Gowthami+Pooja+Collections/data=!4m7!3m6!1s0x3a395ca157e7e7b3:0x1bdd3a0acf0e8384!8m2!3d17.7634602!4d83.3309058!16s%2Fg%2F1s048t23_!19sChIJs-fnV6FcOToRhIMOzwo63Rs?authuser=0&hl=en&rclk=1","Gowthami Pooja Collections","5.0","(1)","Religious goods store","3-172, Main Rd","098661 44896"
